question,answer
已婚者夢見自己暗戀的人,主外出旅行可能有災難，最好取消。
未婚者夢見暗戀的人拋棄我,預示著愛情運勢很好，只要能誠心實意的付出回去的想要的結果。
男人夢見暗戀的人拋棄我,預示著不久會出遠門，途中會有驚喜或艷遇發生，一切也會很平安，是好兆頭。
辦公族夢見暗戀的人拋棄我,預示著朋友運不錯，可以通過一些社交活動結交到朋友，但也會因為一些這樣那樣的問題，情緒會變得焦躁，容易和他人發生激烈的爭論，建議你要適度的調整自己的情緒，減輕一些無所謂的壓力，此時你應該把智力運用到建設性意見中，會有不錯的發展。
打工者夢見暗戀的人拋棄我,預示著工作運一般，得失并存，會有紛爭出現，建議你要忍讓寫，豁達和包容會讓你從中獲得一些難得的東西，是好兆頭。
待考者夢見暗戀的人拋棄我,預示著考試成績很好，會取得不錯的進步，但不能因此驕傲，否者成績會落敗。
夢里感覺自己非常愛孩子,可能預示家中會遇到變故，令人憂心忡忡，近期宜小心謹慎。
夢見自己所愛的人卻不愛自己,生活會成功。
夢見不道德的愛情,或是肉欲，預示會由于過分貪婪而招致失敗。
夢見自己向前任男友傾吐愛意,可能你正對某個男人抱有好感，或將開始新的戀情，但你的潛意識在偷偷提醒你，小心不要重蹈覆轍，很可能這個人，并不能給你帶來幸福。
夢見自己愛戀別人,但他另有所愛，或不愛自己，通常表示生活如意，感情順利，不用太多擔心。
女人夢見自己向前任男友傾吐愛意,預示可能你正對某個男人抱有好感，或將開始新的戀情，但你的潛意識在偷偷提醒你，小心不要重蹈覆轍，很可能這個人，并不能給你帶來幸福。
男人夢見自己陷入情網,預示你可能會遇到災禍，或深陷麻煩，要小心謹慎。
未婚女子夢見深愛的人,雙方的婚事會受到重重阻撓。
少女夢見被自己愛戀著的男人,父母會阻撓自己的婚事，心中會產生不盡的幽憂。
少女夢見自己的心上人,夢里感覺到強烈的愛意，預示你們的感情或婚事，可能會受到父母阻礙，起波折。
女人夢見嫁給一個衰老的男人,表示她將有許多煩惱或者疾病!
夢見婚禮正在進行,看見她的情人穿著黑色衣服路過，用責備的眼神看著她，表示她的一個朋友的冷酷和缺小起碼的同情心，將逼迫她鋌而走險!
夢見旁觀一場婚禮,如果來賓衣著體面，表情快樂，預示讓你享受扶持的事情.如果他們穿著黑色禮服或其他陰暗的顏色衣服，預示悲傷和悲痛已經在等著你!
夢見登記結婚,預示你將聽到遠方的親友不幸的訊息。
夢見你在婚禮上充當伴郎或伴娘,表示親人們的體貼和關心，將給您很多快樂，你的事業也將前所未有的成功!
夢見與婚禮有關的任何不幸事故發生,表示不幸、疾病或家庭成員的死亡!
年輕女人夢見自己的新娘,但并不高興，預示愛情中的失望。此夢過后，她應該格外謹慎，注意自己的言行舉止，因為敵人就在眼前!
夢中結婚并不是暗示你將會結婚的, 而是財運好的暗示，你可能會獲得一筆數目不少的錢，是一個好夢。
如果到離婚象征分手的兩人,想改進自己的缺點。
夢見與許多異性出游或被異性包圍,暗示戀情進展不順，已經有另一半的人不要太率性，要多體貼對方，否則的他的心會跑到別人身上的！
夢見偶然看到異性裸體,預示你在錢財上會受窘，可能會過一段現金不充裕的日子，令你的社交生活有些尷尬。
夢見和異性友人手拉著手散步,表示學習成績上升，或工作順利。
夢見毆打異性,預示在與人交往方面進展很順利。你是很有行動力和決斷力的人，并會以自己的行動影響周圍的同學、同事、朋友，但還是要注意適可而止，不能給人感覺太自我，或是獨斷專行，否則會令人反感。
夢見被異性追求,愛情運氣上升。
夢見同輩的異性,預示愛情將有新局面，你對愛情已有美好憧憬，一定會對某一個人產生愛情。
夢見異性送禮物,預示著最近的精力不夠集中，不能全神貫注，容易出現一些小問題，建議你平時要注意交通的安全。
夢中被異性強吻,表明你在生活中一直是一個人生活的，渴望擁有一份愛情。
夢到有異性同居,表明你將會獲得意外的東西，總的來說還是比較好的。
夢見擁抱異性,說明夢者在感情方面會有很大的變化，你要做好準備。
夢到與異性朋友相互表白,暗示你已經從過去的那段感情中跳出來了，你的夢非常直接地闡明你喜歡上另一個人了，你在等待著他的告白，這個過程你是幸福的，同時也令你難受不安。
夢見異性老師向你親攀談,預示著愛情運將下降，情人之間的感情開始變得索然無味，最好改變一下約會的方式。
夢見異性同學微笑,預示著你近期的運勢不好，心情只要不好的時候，就會胡亂的花錢。
學生夢見異性朋友,成績會上升。
已婚者夢見異性朋友,主旅行吉利，但要防止節外生枝。
待考者夢見異性朋友,近期考試成績好。
未婚男性夢見異性接吻,預兆近期財運方面佳，但不可太性急。
單身的人夢見異性接吻,預兆愛情成功不成問題，但不能太驕傲，否則導致破裂。
女人夢見與異性接吻,萬事逐漸轉為順利，但不可操之過急，一定要按步就班。
鰥寡孤獨者夢見異性朋友笑,預示出遠門，為私利欲望旅行不佳。
女人夢見異性朋友笑,運氣如意，喜氣洋洋，但是不能因此而散漫，流連於歡樂場所，招致壞運與勞苦。小心小偷闖空門。
夢見自己的戀人約會,表示感情進展順利。
妻子夢見與丈夫約會,或者丈夫夢見與妻子約會，表示家庭生活和諧。
已經結婚的人夢見和情人約會,或是和關系曖昧的異性約會，是提醒做夢人不要再深陷感情糾葛。
如果女生夢見和男老師約會,表示心里對老師的好感和崇拜，那科成績會提高很快。
如果是已婚女人夢見和男老師約會,還表示對學生生活和少女時代的懷念，希望能有機會再進校門。
夢見和異性朋友約會,這暗示你現在的戀愛將會產生變化。
夢到在海邊或山上等戶外約會的話,表示對方對你的愛逐漸增高。
夢到看電影或去電影院的話,表示你長久的單戀將會有結果。
若是夢到在游樂場或公園約會的話,表示會有喜歡的人接近你。
若是夢到在美術館或博物館約會的話,代表你可能會熟悉現在喜歡的男孩以外的物件。
若是夢到在餐廳或咖啡館的話,代表你的心情似乎正逐漸在覺醒當中。
若是夢到在街上走的話,或許會收到意外的人對你的告白。
夢見改變約會,或不去赴約，通常預示你會放棄某些私下的計劃。
妻子夢見與丈夫約會,或者丈夫夢見與妻子約會，表示家庭生活和諧。
已經結婚的人夢見和情人約會,或是和關系曖昧的異性約會，是提醒做夢人不要再深陷感情糾葛。
女生夢見和男老師約會,表示心里對老師的好感和崇拜，那科成績會提高很快。
已婚女人夢見和男老師約會,還表示對學生生活和少女時代的懷念，希望能有機會再進校門。
男人夢見和異性約會,預示著近期你事事都很如意，前途有不錯的發展，業務上獲得繁榮。
女人夢見和異性約會,預示著近期你在工作上有激情，有很強的挑戰欲，有些好高騖遠，容易一時沖動，就去接下自己沒有辦法完成的任務，只要安心完成手頭的工作，那才是最重要。
男人夢見和前任約會,預示著你近期做事將獲得成功，自己也是會受到大家的褒獎。
女人夢見和前任約會,預示著你近期將會很忙碌，精神上還很充實，做事情有沖進，需要計劃好之后再實施。
妻子夢見與丈夫約會或丈夫夢見與妻子約會,預示你的家庭生活非常和諧。
已婚人夢見和情人約會或是和關系曖昧的異性約會,這是在提醒作夢者不要再被意外的感情糾葛。
夢見自己結婚,要注意身體健康，暗示你可能會生病甚至去世。
未婚男人夢見自己的女友嫁給別人,暗示你們的婚事可能會因親友去世而拖延。
丈夫夢見自己的妻子嫁給了別人,暗示妻子會糟遇災禍、不幸等，近期要多關心和注意妻子安全、健康。
夢見自己和老頭或老太太結婚,通常表示會得到遺產贈予。如果是年輕的未婚女人做這樣的夢，還可能表示生活中會有貴人相助。
學生夢見嫁給老頭,提醒你應好好珍惜自己的學生時代。
夢見參加婚禮,通常預示會有親朋好友去世。
夢見自己旁觀別人的婚禮,預示家里會有好運氣，比如親人得到提升，考試順利等。
夢見自己成了主婚人,預示你會得到提升，前程遠大。
夢見自己走進豪華的婚禮大堂,婚宴場所，預示事業成功，將贏得財富和名譽。
男人夢見當新郎,提醒你要好好把握眼前的感情，抓緊表白。另一方面，近期還要注意身體健康，這有可能預示你會生病。
女人夢見自己當新娘,不管新郎是不是你的意中人，都表示你在愛情方面進展迅速，會與男友取得突破進展。
夢見父母參加自己的婚禮,預示你會有貴人相助。
夢見新郎新娘對拜的情景,一方面預示你可能會得到意外的遺產贈予，另一方面，還可能預示你會遇到困難。
夢見新郎高興大笑情景,預示你可能會遇到喜歡的異性，內心興奮。
夢見婚禮現場有很多酒水,近期要小心謹慎，暗示你會遇到麻煩，令你擔心憂慮。
